source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0007612,learning,0.001794751322717929,True,"""Any process in an organism in which a relatively long-lasting adaptive behavioral change occurs as the result of experience."" [ISBN:0582227089, ISBN:0721662544]",156,3737,53,21017,0.014182499331014183,0.33974358974358976,query_1,['GO:0007611']
GO:BP,GO:0006355,regulation of DNA-templated transcription,0.0017966081872607409,True,"""Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]",3435,3737,711,21017,0.19025956649719025,0.20698689956331878,query_1,"['GO:0006351', 'GO:0010468', 'GO:2001141']"
GO:BP,GO:0043408,regulation of MAPK cascade,0.0018210729190191418,True,"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the MAP kinase (MAPK) cascade."" [GOC:go_curators]",645,3737,163,21017,0.04361787530104362,0.2527131782945736,query_1,"['GO:0000165', 'GO:1902531']"
GO:BP,GO:0010959,regulation of metal ion transport,0.0018301148332201904,True,"""Any process that modulates the frequency, rate, or extent of metal ion transport. Metal ion transport is the directed movement of metal ions, any metal ion with an electric charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:dph, GOC:tb]",369,3737,103,21017,0.027562215681027562,0.2791327913279133,query_1,"['GO:0030001', 'GO:0043269']"
GO:BP,GO:0048880,sensory system development,0.0018605995046426134,True,"""The process whose specific outcome is the progression of a sensory system over time from its formation to the mature structure."" [GOC:dgh]",414,3737,113,21017,0.03023815895103024,0.27294685990338163,query_1,['GO:0048731']
GO:BP,GO:0008284,positive regulation of cell population proliferation,0.001973983941126343,True,"""Any process that activates or increases the rate or extent of cell proliferation."" [GOC:go_curators]",958,3737,228,21017,0.06101150655606101,0.23799582463465555,query_1,"['GO:0008283', 'GO:0042127', 'GO:0048522']"
GO:BP,GO:0061337,cardiac conduction,0.0019941474506458673,True,"""Transfer of an organized electrical impulse across the heart to coordinate the contraction of cardiac muscles. The process begins with generation of an action potential (in the sinoatrial node (SA) in humans) and ends with a change in the rate, frequency, or extent of the contraction of the heart muscles."" [GOC:dph]",95,3737,37,21017,0.009900990099009901,0.3894736842105263,query_1,['GO:0008016']
GO:BP,GO:0040017,positive regulation of locomotion,0.0020306895722164444,True,"""Any process that activates or increases the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]",585,3737,150,21017,0.04013914905004014,0.2564102564102564,query_1,"['GO:0040011', 'GO:0040012', 'GO:0048518']"
GO:BP,GO:0021782,glial cell development,0.002077196051380832,True,"""The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]",133,3737,47,21017,0.012576933369012578,0.3533834586466165,query_1,"['GO:0010001', 'GO:0048468']"
GO:BP,GO:0051302,regulation of cell division,0.002099758638622951,True,"""Any process that modulates the frequency, rate or extent of the physical partitioning and separation of a cell into daughter cells."" [GOC:go_curators]",185,3737,60,21017,0.016055659620016056,0.32432432432432434,query_1,"['GO:0050794', 'GO:0051301']"
GO:BP,GO:0006366,transcription by RNA polymerase II,0.002176441434432205,True,"""The synthesis of RNA from a DNA template by RNA polymerase II (RNAP II), originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs)."" [GOC:jl, GOC:txnOH, ISBN:0321000382]",2698,3737,570,21017,0.15252876639015253,0.2112676056338028,query_1,['GO:0006351']
GO:BP,GO:0035725,sodium ion transmembrane transport,0.0022182365037552785,True,"""A process in which a sodium ion is transported from one side of a membrane to the other by means of some agent such as a transporter or pore."" [GOC:vw]",169,3737,56,21017,0.014985282312014986,0.33136094674556216,query_1,"['GO:0006814', 'GO:0098655', 'GO:0098662']"
GO:BP,GO:0048584,positive regulation of response to stimulus,0.0022237724810529446,True,"""Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",2293,3737,492,21017,0.13165640888413166,0.21456607064980376,query_1,"['GO:0048518', 'GO:0048583', 'GO:0050896']"
GO:BP,GO:0060562,epithelial tube morphogenesis,0.0022635939254532582,True,"""The process in which the anatomical structures of a tube are generated and organized from an epithelium. Epithelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:dph]",335,3737,95,21017,0.025421461065025422,0.2835820895522388,query_1,"['GO:0002009', 'GO:0035239']"
GO:BP,GO:0014032,neural crest cell development,0.002319640418946641,True,"""The process aimed at the progression of a neural crest cell over time, from initial commitment of the cell to its specific fate, to the fully functional differentiated cell."" [GOC:dh, GOC:ef]",81,3737,33,21017,0.008830612791008831,0.4074074074074074,query_1,"['GO:0014033', 'GO:0048864']"
GO:BP,GO:0071695,anatomical structure maturation,0.0023217695663443304,True,"""A developmental process, independent of morphogenetic (shape) change, that is required for an anatomical structure to attain its fully functional state."" [GOC:mah]",274,3737,81,21017,0.021675140487021675,0.2956204379562044,query_1,"['GO:0021700', 'GO:0048856']"
GO:BP,GO:0098657,import into cell,0.002322402354819916,True,"""The directed movement of some substance from outside of a cell into a cell. This may occur via transport across the plasma membrane or via endocytosis."" [GOC:dos]",921,3737,220,21017,0.05887075194005887,0.23887079261672095,query_1,['GO:0006810']
GO:BP,GO:0051130,positive regulation of cellular component organization,0.002423895507313426,True,"""Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]",1093,3737,255,21017,0.06823655338506823,0.23330283623055809,query_1,"['GO:0016043', 'GO:0048522', 'GO:0051128']"
GO:BP,GO:0051493,regulation of cytoskeleton organization,0.002472584923085045,True,"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:ai]",517,3737,135,21017,0.03612523414503613,0.2611218568665377,query_1,"['GO:0007010', 'GO:0033043']"
GO:BP,GO:0033260,nuclear DNA replication,0.0024876177092135274,True,"""The DNA-dependent DNA replication that occurs in the nucleus of eukaryotic organisms as part of the cell cycle."" [GOC:mtg_cell_cycle]",41,3737,21,21017,0.00561948086700562,0.5121951219512195,query_1,['GO:0044786']
GO:BP,GO:0003007,heart morphogenesis,0.0025665878852609903,True,"""The developmental process in which the heart is generated and organized. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:dph, GOC:isa_complete]",266,3737,79,21017,0.02113995183302114,0.29699248120300753,query_1,"['GO:0007507', 'GO:0009887']"
GO:BP,GO:0051255,spindle midzone assembly,0.002580467494266338,True,"""The cell cycle process in which aggregation, arrangement and bonding together of a set of components to form the spindle midzone. The spindle midzone is the area in the center of the spindle where the spindle microtubules from opposite poles overlap."" [GOC:ai, PMID:15296749]",14,3737,11,21017,0.0029435375970029436,0.7857142857142857,query_1,"['GO:0007017', 'GO:0022402', 'GO:0022607', 'GO:0051225']"
GO:BP,GO:2001141,regulation of RNA biosynthetic process,0.0026063541323083665,True,"""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]",3454,3737,713,21017,0.1907947551511908,0.2064273306311523,query_1,"['GO:0010556', 'GO:0032774', 'GO:0051252']"
GO:BP,GO:0030900,forebrain development,0.002728496200176941,True,"""The process whose specific outcome is the progression of the forebrain over time, from its formation to the mature structure. The forebrain is the anterior of the three primary divisions of the developing chordate brain or the corresponding part of the adult brain (in vertebrates, includes especially the cerebral hemispheres, the thalamus, and the hypothalamus and especially in higher vertebrates is the main control center for sensory and associative information processing, visceral functions, and voluntary motor functions)."" [PMID:4975589, PMID:4992177]",417,3737,113,21017,0.03023815895103024,0.2709832134292566,query_1,"['GO:0007420', 'GO:0048856']"
GO:BP,GO:0048863,stem cell differentiation,0.00275172907763766,True,"""The process in which a relatively unspecialized cell acquires specialized features of a stem cell. A stem cell is a cell that retains the ability to divide and proliferate throughout life to provide progenitor cells that can differentiate into specialized cells."" [CL:0000034, GOC:isa_complete]",245,3737,74,21017,0.019801980198019802,0.3020408163265306,query_1,['GO:0030154']
GO:BP,GO:0090066,regulation of anatomical structure size,0.002766906677931848,True,"""Any process that modulates the size of an anatomical structure."" [GOC:dph, GOC:tb]",518,3737,135,21017,0.03612523414503613,0.2606177606177606,query_1,['GO:0065008']
GO:BP,GO:0051046,regulation of secretion,0.0028135832359361653,True,"""Any process that modulates the frequency, rate or extent of the controlled release of a substance from a cell or a tissue."" [GOC:ai]",621,3737,157,21017,0.042012309339042014,0.2528180354267311,query_1,"['GO:0046903', 'GO:0051049']"
GO:BP,GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,0.0028313189461141126,True,"""The series of molecular signals initiated by an extracellular ligand binding to a member of the transforming growth factor receptor superfamily, and ending with the regulation of a downstream cellular process, e.g. transcription."" [PMID:22651914, PMID:28096268]",341,3737,96,21017,0.02568905539202569,0.28152492668621704,query_1,['GO:0007178']
GO:BP,GO:0009416,response to light stimulus,0.002873228117181026,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."" [GOC:go_curators, ISBN:0582227089]",319,3737,91,21017,0.024351083757024352,0.2852664576802508,query_1,['GO:0009314']
GO:BP,GO:0014070,response to organic cyclic compound,0.002882469941467066,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus."" [GOC:ef]",909,3737,217,21017,0.05806796895905807,0.23872387238723872,query_1,['GO:0042221']
GO:BP,GO:0098739,import across plasma membrane,0.0028985878911761166,True,"""The directed movement of some substance from outside of a cell, across the plasma membrane and into the cytosol."" [GOC:dos]",199,3737,63,21017,0.01685844260101686,0.3165829145728643,query_1,"['GO:0055085', 'GO:0098657']"
GO:BP,GO:0045664,regulation of neuron differentiation,0.0028985878911761166,True,"""Any process that modulates the frequency, rate or extent of neuron differentiation."" [GOC:go_curators]",199,3737,63,21017,0.01685844260101686,0.3165829145728643,query_1,"['GO:0030182', 'GO:0045595']"
GO:BP,GO:0002027,regulation of heart rate,0.0029328173419372336,True,"""Any process that modulates the frequency or rate of heart contraction."" [GOC:dph, GOC:tb, PMID:10358008]",100,3737,38,21017,0.010168584426010168,0.38,query_1,"['GO:0008016', 'GO:0065008']"
